staff_index,staff_name,openalex_author_id_short,openalex_author_id_full,author_display_name,author_match_score,author_match_confidence,work_id,title,publication_year,publication_date,raw_author_name,author_position,is_corresponding,paper_confidence,paper_confidence_score,paper_confidence_reasons,paper_has_oxford_affiliation,paper_affiliation_score,paper_time_score,paper_name_score,doi,work_type,cited_by_count,language,is_oa,oa_status,oa_url,landing_page_url,pdf_url,source_id,source_name,source_type,source_is_oa,source_issn_l,volume,issue,first_page,last_page,institutions_distinct_count,countries_distinct_count,topics_json,primary_topic_json,snapshot_source
1,Jennifer Beam Dowd,A5009798144,https://openalex.org/A5009798144,Jennifer Beam Dowd,0.9,high,doi:10.64898/2026.02.25.26347112,Temporary Shock or Lasting Scar? Life Expectancy Trajectories Since COVID-19,2026.0,2026-01-01,Jennifer Beam Dowd,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.64898/2026.02.25.26347112,,0,,,,,https://www.doi.org/10.64898/2026.02.25.26347112,,,,,,,,,,,1,1,[],{},staff_recent_publications_json
1,Jennifer Beam Dowd,A5009798144,https://openalex.org/A5009798144,Jennifer Beam Dowd,0.9,high,doi:10.1101/2025.07.15.25331003,Sex Differences in Excess Mortality During the COVID-19 Pandemic,2025.0,2025-01-01,Jennifer Beam Dowd,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1101/2025.07.15.25331003,,0,,,,,https://www.doi.org/10.1101/2025.07.15.25331003,,,,,,,,,,,1,1,[],{},staff_recent_publications_json
1,Jennifer Beam Dowd,A5009798144,https://openalex.org/A5009798144,Jennifer Beam Dowd,0.9,high,doi:10.1101/2025.06.20.25329982,Chronic health conditions and health-related economic inactivity in midlife: Evidence from the 1958 and 1970 British birth cohorts,2025.0,2025-01-01,Jennifer Beam Dowd,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1101/2025.06.20.25329982,,0,,,,,https://www.doi.org/10.1101/2025.06.20.25329982,,,,,,,,,,,1,1,[],{},staff_recent_publications_json
1,Jennifer Beam Dowd,A5009798144,https://openalex.org/A5009798144,Jennifer Beam Dowd,0.9,high,doi:10.1101/2025.06.12.25329414,The Generational Health Drift: A Systematic Review of Evidence from the British Birth Cohort Studies,2025.0,2025-01-01,Jennifer Beam Dowd,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1101/2025.06.12.25329414,,0,,,,,https://www.doi.org/10.1101/2025.06.12.25329414,,,,,,,,,,,1,1,[],{},staff_recent_publications_json
1,Jennifer Beam Dowd,A5009798144,https://openalex.org/A5009798144,Jennifer Beam Dowd,0.9,high,doi:10.1016/s2468-2667(25)00047-7,"Trends in alcohol-specific deaths in England, 2001–22: an observational study",2025.0,2025-01-01,Jennifer Beam Dowd,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1016/s2468-2667(25)00047-7,,0,,,,,https://www.doi.org/10.1016/s2468-2667(25)00047-7,,,,,,,,,,,1,1,[],{},staff_recent_publications_json
1,Jennifer Beam Dowd,A5009798144,https://openalex.org/A5009798144,Jennifer Beam Dowd,0.9,high,doi:10.1186/s12979-025-00505-z,Compositional analysis of lymphocytes and their relationship with health outcomes: findings from the health and retirement study,2025.0,2025-01-01,Jennifer Beam Dowd,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1186/s12979-025-00505-z,,0,,,,,https://www.doi.org/10.1186/s12979-025-00505-z,,,Immunity & Ageing,,,,,,,,1,1,[],{},staff_recent_publications_json
1,Jennifer Beam Dowd,A5009798144,https://openalex.org/A5009798144,Jennifer Beam Dowd,0.9,high,doi:10.1093/pnasnexus/pgae508,"Indirect effects of the COVID-19 pandemic: A cause-of-death analysis of life expectancy changes in 24 countries, 2015 to 2022",2024.0,2024-01-01,Jennifer Beam Dowd,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1093/pnasnexus/pgae508,,0,,,,,https://www.doi.org/10.1093/pnasnexus/pgae508,,,PNAS Nexus,,,,,,,,1,1,[],{},staff_recent_publications_json
1,Jennifer Beam Dowd,A5009798144,https://openalex.org/A5009798144,Jennifer Beam Dowd,0.9,high,doi:10.1111/padr.12687,Progress Stalled? The Uncertain Future of Mortality in High‐Income Countries,2024.0,2024-01-01,Jennifer Beam Dowd,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1111/padr.12687,,0,,,,,https://www.doi.org/10.1111/padr.12687,,,,,,,,,,,1,1,[],{},staff_recent_publications_json
1,Jennifer Beam Dowd,A5009798144,https://openalex.org/A5009798144,Jennifer Beam Dowd,0.9,high,doi:10.1093/ije/dyae127,Midlife health in Britain and the United States: a comparison of two nationally representative cohorts,2024.0,2024-01-01,Jennifer Beam Dowd,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1093/ije/dyae127,,0,,,,,https://www.doi.org/10.1093/ije/dyae127,,,International Journal of Epidemiology,,,,,,,,1,1,[],{},staff_recent_publications_json
1,Jennifer Beam Dowd,A5009798144,https://openalex.org/A5009798144,Jennifer Beam Dowd,0.9,high,doi:10.1093/geronb/gbae113,Cohort differences in physical health and disability in the United States and Europe,2024.0,2024-01-01,Jennifer Beam Dowd,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1093/geronb/gbae113,,0,,,,,https://www.doi.org/10.1093/geronb/gbae113,,,Journals of Gerontology,,,,,,,,1,1,[],{},staff_recent_publications_json
3,Ridhi Kashyap,A5031279419,https://openalex.org/A5031279419,Ridhi Kashyap,0.9,high,doi:10.64898/2026.02.25.26347112,Temporary Shock or Lasting Scar? Life Expectancy Trajectories Since COVID-19,2026.0,2026-01-01,Ridhi Kashyap,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.64898/2026.02.25.26347112,,0,,,,,https://www.doi.org/10.64898/2026.02.25.26347112,,,,,,,,,,,1,1,[],{},staff_recent_publications_json
3,Ridhi Kashyap,A5031279419,https://openalex.org/A5031279419,Ridhi Kashyap,0.9,high,doi:10.1073/pnas.2422625123,Temperature and sex ratios at birth,2026.0,2026-01-01,Ridhi Kashyap,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1073/pnas.2422625123,,0,,,,,https://www.doi.org/10.1073/pnas.2422625123,,,Proceedings of the National Academy of Sciences,,,,,,,,1,1,[],{},staff_recent_publications_json
3,Ridhi Kashyap,A5031279419,https://openalex.org/A5031279419,Ridhi Kashyap,0.9,high,doi:10.1073/pnas.2416624122,Mapping subnational gender gaps in internet and mobile adoption using social media data,2025.0,2025-01-01,Ridhi Kashyap,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1073/pnas.2416624122,,0,,,,,https://www.doi.org/10.1073/pnas.2416624122,,,Proceedings of the National Academy of Sciences,,,,,,,,1,1,[],{},staff_recent_publications_json
3,Ridhi Kashyap,A5031279419,https://openalex.org/A5031279419,Ridhi Kashyap,0.9,high,doi:10.1002/psp.70083,How Accurate Are High Resolution Settlement Maps at Predicting Population Counts in Data Scarce Settings?,2025.0,2025-01-01,Ridhi Kashyap,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1002/psp.70083,,0,,,,,https://www.doi.org/10.1002/psp.70083,,,Population,,,,,,,,1,1,[],{},staff_recent_publications_json
3,Ridhi Kashyap,A5031279419,https://openalex.org/A5031279419,Ridhi Kashyap,0.9,high,doi:10.1057/s41599-025-05224-w,Access to technology and foundational math proficiency among students: empirical evidence from India,2025.0,2025-01-01,Ridhi Kashyap,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1057/s41599-025-05224-w,,0,,,,,https://www.doi.org/10.1057/s41599-025-05224-w,,,Humanities & Social Sciences Communications,,,,,,,,1,1,[],{},staff_recent_publications_json
3,Ridhi Kashyap,A5031279419,https://openalex.org/A5031279419,Ridhi Kashyap,0.9,high,doi:10.1111/padr.70001,"Fifty years of Population and Development Review: shifting research themes, authorship, and academic impact in comparative perspective",2025.0,2025-01-01,Ridhi Kashyap,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1111/padr.70001,,0,,,,,https://www.doi.org/10.1111/padr.70001,,,Population and Development Review,,,,,,,,1,1,[],{},staff_recent_publications_json
3,Ridhi Kashyap,A5031279419,https://openalex.org/A5031279419,Ridhi Kashyap,0.9,high,doi:10.1111/padr.70006,Preface,2025.0,2025-01-01,Ridhi Kashyap,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1111/padr.70006,,0,,,,,https://www.doi.org/10.1111/padr.70006,,,,,,,,,,,1,1,[],{},staff_recent_publications_json
3,Ridhi Kashyap,A5031279419,https://openalex.org/A5031279419,Ridhi Kashyap,0.9,high,doi:10.31219/osf.io/pz38h_v1,How accurate are high resolution settlement maps at predicting population counts in data scarce settings?,2025.0,2025-01-01,Ridhi Kashyap,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.31219/osf.io/pz38h_v1,,0,,,,,https://www.doi.org/10.31219/osf.io/pz38h_v1,,,,,,,,,,,1,1,[],{},staff_recent_publications_json
3,Ridhi Kashyap,A5031279419,https://openalex.org/A5031279419,Ridhi Kashyap,0.9,high,doi:10.31219/osf.io/wj7ke,Temperature and Sex Ratios at Birth,2024.0,2024-01-01,Ridhi Kashyap,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.31219/osf.io/wj7ke,,0,,,,,https://www.doi.org/10.31219/osf.io/wj7ke,,,,,,,,,,,1,1,[],{},staff_recent_publications_json
3,Ridhi Kashyap,A5031279419,https://openalex.org/A5031279419,Ridhi Kashyap,0.9,high,doi:10.1016/j.socscimed.2024.117159,Social capital mediates knowledge gaps in informing sexual and reproductive health behaviours across Africa,2024.0,2024-01-01,Ridhi Kashyap,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1016/j.socscimed.2024.117159,,0,,,,,https://www.doi.org/10.1016/j.socscimed.2024.117159,,,Social Science and Medicine,,,,,,,,1,1,[],{},staff_recent_publications_json
4,Augustine Kong,A5072041322,https://openalex.org/A5072041322,Augustine Kong,0.9,high,doi:10.1038/s41588-025-02327-7,Realizing the full potential of Our Future Health through data linkage and trans-biobank efforts,2025.0,2025-01-01,Augustine Kong,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1038/s41588-025-02327-7,,0,,,,,https://www.doi.org/10.1038/s41588-025-02327-7,,,Nature Genetics,,,,,,,,1,1,[],{},staff_recent_publications_json
4,Augustine Kong,A5072041322,https://openalex.org/A5072041322,Augustine Kong,0.9,high,doi:10.1038/s41588-023-01439-2,Studying the genetics of participation using footprints left on the ascertained genotypes,2023.0,2023-01-01,Augustine Kong,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1038/s41588-023-01439-2,,0,,,,,https://www.doi.org/10.1038/s41588-023-01439-2,,,Nature Genetics,,,,,,,,1,1,[],{},staff_recent_publications_json
4,Augustine Kong,A5072041322,https://openalex.org/A5072041322,Augustine Kong,0.9,high,doi:10.1038/s41588-022-01085-0,Mendelian imputation of parental genotypes improves estimates of direct genetic effects,2022.0,2022-01-01,Augustine Kong,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1038/s41588-022-01085-0,,0,,,,,https://www.doi.org/10.1038/s41588-022-01085-0,,,Nature Genetics,,,,,,,,1,1,[],{},staff_recent_publications_json
4,Augustine Kong,A5072041322,https://openalex.org/A5072041322,Augustine Kong,0.9,high,doi:10.1126/science.aax3710,Deconstructing the sources of genotype-phenotype associations in humans,2019.0,2019-01-01,Augustine Kong,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1126/science.aax3710,,0,,,,,https://www.doi.org/10.1126/science.aax3710,,,pp. 1396–1400,,,,,,,,1,1,[],{},staff_recent_publications_json
4,Augustine Kong,A5072041322,https://openalex.org/A5072041322,Augustine Kong,0.9,high,doi:10.1038/s41588-018-0259-9,Multiple transmissions of de novo mutations in families,2018.0,2018-01-01,Augustine Kong,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1038/s41588-018-0259-9,,0,,,,,https://www.doi.org/10.1038/s41588-018-0259-9,,,Nature Genetics,,,,,,,,1,1,[],{},staff_recent_publications_json
4,Augustine Kong,A5072041322,https://openalex.org/A5072041322,Augustine Kong,0.9,high,doi:10.1038/s41588-018-0178-9,Relatedness disequilibrium regression estimates heritability without environmental bias,2018.0,2018-01-01,Augustine Kong,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1038/s41588-018-0178-9,,0,,,,,https://www.doi.org/10.1038/s41588-018-0178-9,,,Nature Genetics,,,,,,,,1,1,[],{},staff_recent_publications_json
4,Augustine Kong,A5072041322,https://openalex.org/A5072041322,Augustine Kong,0.9,high,doi:10.1126/science.aan6877,The nature of nurture: Effects of parental genotypes,2018.0,2018-01-01,Augustine Kong,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1126/science.aan6877,,0,,,,,https://www.doi.org/10.1126/science.aan6877,,,pp. 424–428,,,,,,,,1,1,[],{},staff_recent_publications_json
4,Augustine Kong,A5072041322,https://openalex.org/A5072041322,Augustine Kong,0.9,high,doi:10.1038/sdata.2017.115,"Whole genome characterization of sequence diversity of 15,220 Icelanders",2017.0,2017-01-01,Augustine Kong,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1038/sdata.2017.115,,0,,,,,https://www.doi.org/10.1038/sdata.2017.115,,,Scientific Data,,,,,,,,1,1,[],{},staff_recent_publications_json
4,Augustine Kong,A5072041322,https://openalex.org/A5072041322,Augustine Kong,0.9,high,doi:10.1038/nature24018,"Parental influence on human germline de novo mutations in 1,548 trios from Iceland",2017.0,2017-01-01,Augustine Kong,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1038/nature24018,,0,,,,,https://www.doi.org/10.1038/nature24018,,,pp. 519–522,,,,,,,,1,1,[],{},staff_recent_publications_json
4,Augustine Kong,A5072041322,https://openalex.org/A5072041322,Augustine Kong,0.9,high,doi:10.1182/blood-2017-02-769869,"Clonal hematopoiesis, with and without candidate driver mutations, is common in the elderly",2017.0,2017-01-01,Augustine Kong,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1182/blood-2017-02-769869,,0,,,,,https://www.doi.org/10.1182/blood-2017-02-769869,,,Blood,,,,,,,,1,1,[],{},staff_recent_publications_json
5,Charles Rahal,A5075497327,https://openalex.org/A5075497327,Charles Rahal,0.9,high,doi:10.1038/s43588-025-00776-y,On the unknowable limits to prediction,2025.0,2025-01-01,Charles Rahal,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1038/s43588-025-00776-y,,0,,,,,https://www.doi.org/10.1038/s43588-025-00776-y,,,,,,,,,,,1,1,[],{},staff_recent_publications_json
5,Charles Rahal,A5075497327,https://openalex.org/A5075497327,Charles Rahal,0.9,high,doi:10.1007/s42001-025-00360-4,Capitalizing on a crisis: a computational analysis of all five million British firms during the Covid-19 pandemic,2025.0,2025-01-01,Charles Rahal,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1007/s42001-025-00360-4,,0,,,,,https://www.doi.org/10.1007/s42001-025-00360-4,,,Journal of Computational Social Science,,,,,,,,1,1,[],{},staff_recent_publications_json
5,Charles Rahal,A5075497327,https://openalex.org/A5075497327,Charles Rahal,0.9,high,doi:10.1093/jrsssa/qnae092,"The role of the third sector in public health service provision: evidence from 25,338 heterogeneous procurement datasets",2024.0,2024-01-01,Charles Rahal,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1093/jrsssa/qnae092,,0,,,,,https://www.doi.org/10.1093/jrsssa/qnae092,,,,,,,,,,,1,1,[],{},staff_recent_publications_json
5,Charles Rahal,A5075497327,https://openalex.org/A5075497327,Charles Rahal,0.9,high,doi:10.1007/s11336-024-09977-2,The intermodel vigorish as a lens for understanding (and quantifying) the value of item response models for dichotomously coded items,2024.0,2024-01-01,Charles Rahal,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1007/s11336-024-09977-2,,0,,,,,https://www.doi.org/10.1007/s11336-024-09977-2,,,Psychometrika,,,,,,,,1,1,[],{},staff_recent_publications_json
5,Charles Rahal,A5075497327,https://openalex.org/A5075497327,Charles Rahal,0.9,high,doi:10.1007/s00146-022-01540-w,The rise of machine learning in the academic social sciences,2024.0,2024-01-01,Charles Rahal,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1007/s00146-022-01540-w,,0,,,,,https://www.doi.org/10.1007/s00146-022-01540-w,,,AI &amp; SOCIETY,,,,,,,,1,1,[],{},staff_recent_publications_json
5,Charles Rahal,A5075497327,https://openalex.org/A5075497327,Charles Rahal,0.9,high,doi:10.1038/s41558-024-01965-9,Publisher Correction: Offshoring emissions through used vehicle exports,2024.0,2024-01-01,Charles Rahal,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1038/s41558-024-01965-9,,0,,,,,https://www.doi.org/10.1038/s41558-024-01965-9,,,Nature Climate Change,,,,,,,,1,1,[],{},staff_recent_publications_json
5,Charles Rahal,A5075497327,https://openalex.org/A5075497327,Charles Rahal,0.9,high,doi:10.48550/arxiv.2402.13807,Offshoring Emissions through Used Vehicle Exports,2024.0,2024-01-01,Charles Rahal,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.48550/arxiv.2402.13807,,0,,,,,https://www.doi.org/10.48550/arxiv.2402.13807,,,,,,,,,,,1,1,[],{},staff_recent_publications_json
5,Charles Rahal,A5075497327,https://openalex.org/A5075497327,Charles Rahal,0.9,high,doi:10.1038/s41558-024-01943-1,Offshoring emissions through used vehicle exports,2024.0,2024-01-01,Charles Rahal,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1038/s41558-024-01943-1,,0,,,,,https://www.doi.org/10.1038/s41558-024-01943-1,,,Nature Climate Change,,,,,,,,1,1,[],{},staff_recent_publications_json
5,Charles Rahal,A5075497327,https://openalex.org/A5075497327,Charles Rahal,0.9,high,doi:10.1007/s00146-022-01540-w,The rise of machine learning in the academic social sciences,2022.0,2024-01-01,Charles Rahal,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1007/s00146-022-01540-w,,0,,,,,https://www.doi.org/10.1007/s00146-022-01540-w,,,AI &amp; SOCIETY,,,,,,,,1,1,[],{},staff_recent_publications_json
5,Charles Rahal,A5075497327,https://openalex.org/A5075497327,Charles Rahal,0.9,high,doi:10.1080/00324728.2021.1996624,Population studies at 75 years: an empirical review,2021.0,2021-01-01,Charles Rahal,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1080/00324728.2021.1996624,,0,,,,,https://www.doi.org/10.1080/00324728.2021.1996624,,,Population Studies,,,,,,,,1,1,[],{},staff_recent_publications_json
6,Douglas Leasure,A5068650951,https://openalex.org/A5068650951,Douglas Leasure,0.9,high,doi:10.20944/preprints202506.1625.v2,Advances in Small Area Population Estimation in the Absence of National Census Data,2025.0,2025-01-01,Douglas Leasure,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.20944/preprints202506.1625.v2,,0,,,,,https://www.doi.org/10.20944/preprints202506.1625.v2,,,,,,,,,,,1,1,[],{},staff_recent_publications_json
6,Douglas Leasure,A5068650951,https://openalex.org/A5068650951,Douglas Leasure,0.9,high,doi:10.1073/pnas.2416624122,Mapping subnational gender gaps in internet and mobile adoption using social media data,2025.0,2025-01-01,Douglas Leasure,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1073/pnas.2416624122,,0,,,,,https://www.doi.org/10.1073/pnas.2416624122,,,Proceedings of the National Academy of Sciences,,,,,,,,1,1,[],{},staff_recent_publications_json
6,Douglas Leasure,A5068650951,https://openalex.org/A5068650951,Douglas Leasure,0.9,high,doi:10.1002/psp.70083,How Accurate Are High Resolution Settlement Maps at Predicting Population Counts in Data Scarce Settings?,2025.0,2025-01-01,Douglas Leasure,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.1002/psp.70083,,0,,,,,https://www.doi.org/10.1002/psp.70083,,,Population,,,,,,,,1,1,[],{},staff_recent_publications_json
6,Douglas Leasure,A5068650951,https://openalex.org/A5068650951,Douglas Leasure,0.9,high,doi:10.20944/preprints202506.1625.v1,Advances in Small Area Population Estimation in the Absence of National Census Data,2025.0,2025-01-01,Douglas Leasure,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,10.20944/preprints202506.1625.v1,,0,,,,,https://www.doi.org/10.20944/preprints202506.1625.v1,,,,,,,,,,,1,1,[],{},staff_recent_publications_json
